Chapters,Favs,Follows,Published,Reviews,Updated,Words,author,characters,genre,language,rating,story_link,synopsis,title,published_mmyy,pairing
1, 13, 5, 10/29/2019,1.0,," 2,816",reviews,"[Harry P., Hermione G.]",Romance/Drama,Spanish,T,https://www.fanfiction.net/s/13420469/1/No-se-manda-en-el-Coraz%C3%B3n,"Triste y agotado, no sé porque, pero siempre me pongo mal en estos días... -¿Harry?- no quiero ser molestado así que solo volteo a penas mi cabeza... y entonces, la veo a ella.",No se manda en el Corazón,10-2019,"Harry P., Hermione G."
1, 31, 19, 10/29/2019,2.0,," 3,863",reviews,,Crime,English,K+,https://www.fanfiction.net/s/13420467/1/Charlotte-Potter-The-Cat-Burglar-2-Luck-almost-runs-out,"Now an animagus, Charlotte is determined to see just how good it is for her line of work. What can go wrong? Part Two of the saga.",Charlotte Potter: The Cat Burglar 2: Luck almost runs out,10-2019,
1, 4, 2, 10/29/2019,3.0,, 534,reviews,"Ron W., Hermione G.",Romance/Friendship,English,K+,https://www.fanfiction.net/s/13420465/1/Lost,Hogwarts is a very confusing place for first years... What if J.K. Rowling had dropped more hints about Ron and Hermione earlier in the series?,Lost,10-2019,
3, 42, 28, 10/29/2019,3.0,," 8,998",the stargate time traveller,,,English,K+,https://www.fanfiction.net/s/13420464/1/Charlotte-Potter-The-Cat-Burglar-1-Towers-Animagi-Burglaries,"Charlotte Potter is having the holiday of her life. Not only is she breaking into the Tower of London, becoming an animagus and using her new form to break into houses, but has plans to do more.","Charlotte Potter: The Cat Burglar 1: Towers, Animagi, Burglaries",10-2019,
7," 2,067"," 3,136", 10/29/2019,566.0, 11/2/2019," 54,351",Vance McGill,"[Harry P., Hermione G.] [Sirius B., Amelia B.]",Romance/Adventure,English,M,https://www.fanfiction.net/s/13420451/1/A-Time-For-Harmony-And-Vengeance,"A betrayed and heartbroken 39 year old Harry Potter travels back in time to minutes before the Final Task of the Triwizard Tournament, and merges with his younger self. HHR; Harmony; BAMF Powerful!Smart!Independent!Harry; Severe Character Bashing: Dumbledore, some Weasleys and others. Manipulative!GreaterGood!Dumbledore. Rated M For An Eventual Reason",A Time For Harmony And Vengeance,10-2019,"Harry P., Hermione G."
2, 47, 15, 10/29/2019,7.0,," 7,321",everlovingdeer,"[George W., OC]",Romance/Hurt/Comfort,English,T,https://www.fanfiction.net/s/13420449/1/Leaving-It-All-Behind,"""It's not as if we talked often – or at all – in Hogwarts,"" I murmured absentmindedly, counting how many baby dragons I could see. There was one missing? From behind me, Weasley spoke up, ""Maybe we could remedy that."" I turned curiously towards him, watching as hesitation flickered over his features, ""It's good to see a familiar face.""",Leaving It All Behind,10-2019,"George W., OC"
2, 4, 4, 10/29/2019,2.0, 11/4/2019," 18,186",kpron2008,"Harry P., Draco M.",Romance,English,M,https://www.fanfiction.net/s/13420439/1/Caramel-Chesires-Bitter-Enemies-Into-Lassies,"Harry James Potter had a secret and that secret was that he was in love with his rival, Draco Malfoy. However, he didn't think that Malfoy would like him like that; plus after the war, he had decided to return to Hogwarts to redo his 7th year with his friends and had learned that Draco Lucius Malfoy would be returning as well. He hoped that somehow that he could tell Malfoy how he",Caramel Chesires (Bitter Enemies Into Lassies),10-2019,
1, 1, 1, 10/29/2019,,, 830,turningtodust,,Adventure,English,T,https://www.fanfiction.net/s/13420408/1/Blake-Schwartz-Black,"What would you have done, if you knew about Nicht-Magier, Magie and Dunkle Herren? In 1980, Germany, Eline Shwartz was born. In 2002 she was thrust into the past. Main Characters: Bellatrix Black, Ron Weasley, Hermione Granger OC: Eline Shwartz","Blake, Schwartz, Black",10-2019,
1, 5, 11, 10/29/2019,1.0,," 4,405",reviews,"[Sirius B., Remus L.] [James P., Lily Evans P.]",Romance/Friendship,English,T,https://www.fanfiction.net/s/13420400/1/Two-Plus-Too,"On the last night of term before the Christmas holidays in their seventh year, the Marauders head to Hogsmeade to enjoy themselves. James and Sirius celebrate their friendship, James thinks about his new relationship with Lily, and Remus makes a drunken confession to Sirius that they might have to have a conversation about the next day...",Two Plus Too,10-2019,"Sirius B., Remus L."
1,,, 10/29/2019,,," 2,576",itspseudonymousme,,Romance/Hurt/Comfort,English,T,https://www.fanfiction.net/s/13420396/1/Ace-of-Hearts-A-Dramione-Fanfiction,"and you you were worth the wait -o.l. I didn't want to fall in love or need someone I really didn't want anything But then, you appeared. And I started wanting everything.",Ace of Hearts A Dramione Fanfiction,10-2019,
5, 58, 165, 10/29/2019,16.0, 12/17/2019," 12,361",Elliac77,"Hermione G., Draco M.",Romance/Humor,English,M,https://www.fanfiction.net/s/13420366/1/The-One-With-The-Flatmate,"Post eighth year, Draco Malfoy is a trainee on the student healer course run by St Mungo's. He is navigating his way through student life, relationships and wizarding society's persistent judgement, whilst trying to escape his dark past. Plot bunny inspired by an episode of FRIENDS! EWE Dramione Fluff.",The One With The Flatmate,10-2019,
5, 22, 34, 10/29/2019,38.0, 1/5," 22,429",Nanola Meylhann,"Harry P., Ron W.",Friendship/Romance,French,T,https://www.fanfiction.net/s/13420355/1/H%C3%A9ritage-D,"L'un a les yeux verts, l'autre les a bleus. L'un a des lunettes, l'autre des taches de rousseurs. Ils n'ont aucun ami. Pourtant, il suffit d'un voyage en train pour Poudlard pour qu'ils deviennent inséparables.",Héritage D,10-2019,
1, 2, 2, 10/29/2019,,, 886,Shayunn,"[Severus S., Harry P.]",Romance/Hurt/Comfort,German,M,https://www.fanfiction.net/s/13420354/1/Healing,"Harry Potter besucht wie jeder andere Zauberer seines Alters die Zaubererschule Hogwarts. Er ist begabt, hat dort tolle Freunde und schon seinen Traumberuf im Kopf. Aber dann erfährt er, dass seine hochangesehenen Eltern, die Auroren James und Lily, Schattenseiten vor ihm verstecken, die alles infrage stellen. Voldemort existiert nicht. Snarry.",Healing,10-2019,"Severus S., Harry P."
1, 28, 17, 10/29/2019,5.0,," 1,989",reviews,"Harry P., Cho C., Cedric D., Daphne G.",Romance/Friendship,English,T,https://www.fanfiction.net/s/13420353/1/A-Normal-Teen,A little change on how the Yule Ball ends.,A Normal Teen,10-2019,
1, 4, 1, 10/29/2019,6.0,," 3,195",reviews,"Fleur D., Bill W., OC, Victoire W.",Drama/Family,French,M,https://www.fanfiction.net/s/13420332/1/Le-choix-de-Victoire,"Victoire détaille sa silhouette dans le miroir. Oui, il y a bel et bien un léger arrondissement. Comment en est-elle arrivée là ? Elle ne sait plus quel choix prendre... La peur l'envahit et l'assaille...",Le choix de Victoire,10-2019,
3, 5, 6, 10/29/2019,4.0, 12/25/2019," 4,070",Thegreekwizard,"Harry P., Draco M., Severus S.",,English,M,https://www.fanfiction.net/s/13420328/1/Cursed-Carmel-s,Draco eats a mysterious Carmel that has a odd effect,Cursed Carmel's,10-2019,
1, 3, 5, 10/29/2019,,," 3,153",Muismiep,"Harry P., Ginny W., Arthur W.",Hurt/Comfort/Friendship,English,K+,https://www.fanfiction.net/s/13420311/1/Helping-her-Helping-him,Making life return to normal after such a traumatic event is easier said than done. Harry and the Weasleys figure this out the hard way. After CoS. No-pairing.,"Helping her, Helping him",10-2019,
1, 1, 1, 10/29/2019,1.0,," 1,860",reviews,"Albus D., Aberforth D., Gellert G.",Tragedy,English,T,https://www.fanfiction.net/s/13420310/1/To-What-End,"When Gellert's plan to bring Albus with him for The Greater Good doesn't pan out, he takes matters into his own hands.",To What End?,10-2019,
3, 161, 164, 10/29/2019,26.0, 11/17/2019," 20,901",ThePotterRuler,"Harry P., Narcissa M., Daphne G.",Romance,English,M,https://www.fanfiction.net/s/13420259/1/Purebloods-and-Their-Tedious-Traditions,"Before Harry can get rid of many of the irrelevant traditions that hinder the magical world, first he must embrace them. Harry/Narcissa/Daphne. Contains smut and a little bit of Ginny bashing.",Purebloods and Their Tedious Traditions,10-2019,
1, 4, 2, 10/29/2019,3.0,, 906,reviews,"Lily Evans P., Severus S., Helena R.",Hurt/Comfort/Angst,English,T,https://www.fanfiction.net/s/13420256/1/Let-Fear-Win,"Helena Ravenclaw's life was ruined by a man who thought he was in love, and now she senses their potential to harm young students like a stench. Oneshot.",Let Fear Win,10-2019,
1, 2, 1, 10/28/2019,,," 2,020",thespeedfxrce,"Andromeda T., Ted T.",,English,K+,https://www.fanfiction.net/s/13420201/1/Political-Sentiments,Andromeda's privilege of silence on the topic of blood purity could no longer be excused and disguised as indifference. Indifference no longer applied when less and less muggle-born students returned to school because they or their families had been murdered simply for daring to exist in her world. Her silence was cowardice.,Political Sentiments,10-2019,
1, 12, 24, 10/28/2019,3.0,," 1,018",reviews,"Hermione G., OC",Family/Drama,English,T,https://www.fanfiction.net/s/13420195/1/The-Grecian-Pureblood,"Grecian pureblood heiress Zoe Kidemonas is gone, stolen in the night from her home at three months old. The same night, orphaned baby Hermione Granger awakens on the threshold of dentists Dan and Emma Granger. Please note I update whenever the mood strikes, not with any regularity.",The Grecian Pureblood,10-2019,
1, 8, 5, 10/28/2019,2.0,," 2,176",reviews,"Hermione G., Draco M.",Drama/Friendship,English,K,https://www.fanfiction.net/s/13420192/1/I-Don-t-Care,"Two years after the Battle of Hogwarts, Hermione and Draco run into each other at a gala and start over. One shot inspired by the song I Don't Care.",I Don't Care,10-2019,
1, 6, 1, 10/28/2019,3.0,," 3,495",reviews,"Lily Evans P., Teddy L., Marauders",Hurt/Comfort/Romance,English,T,https://www.fanfiction.net/s/13420187/1/I-ll-Cover-You,"After a series of disastrous dates (and a history of an even worse love life) Remus is just about ready to throw in the towel. Something convinces him to give Sirius Black a shot, though... and his point of view changes. Wolfstar, warnings inside. Muggle/modern!AU",I'll Cover You,10-2019,
1, 2,, 10/28/2019,1.0,," 1,239",reviews,Percy W.,,English,T,https://www.fanfiction.net/s/13420184/1/Overcoming,I'm sorry for the person I became. I'm sorry that it took so long for me to change.,Overcoming,10-2019,
1, 7, 4, 10/28/2019,1.0,," 5,194",reviews,"[Bellatrix L., Hermione G.]",Drama/Angst,English,K+,https://www.fanfiction.net/s/13420150/1/Look-at-Me,Hermione is frustrated. one-shot Songfic of sorts. Based on the song Look at Me by Girl's Day,Look at Me,10-2019,"Bellatrix L., Hermione G."
1, 3,, 10/28/2019,4.0,," 1,578",reviews,"Hermione G., Draco M.",Mystery/Supernatural,English,T,https://www.fanfiction.net/s/13420114/1/October-s-End,"ONESHOT :: I know you'll be on time for our annual appointment; unstoppable, unattainable and perpetual. As permanent as the feeling of agony that gnaw me the remaining 364 days and 23 hours for your next visit. :: HAPPY HALLOWEEN",October's End,10-2019,
2, 10, 10, 10/28/2019,3.0,," 1,007",Evo-Kun,Harry P.,Mystery/Adventure,English,K,https://www.fanfiction.net/s/13420109/1/Harry-Potter-and-the-Stone-that-broke,Shining yellow light burst out from point of impact and swallows up the 'boy-who-lived' and both stone and boy vanishes,Harry Potter and the Stone that broke,10-2019,
1, 16, 25, 10/28/2019,2.0,," 4,180",reviews,"[Tom R. Jr., Harry P.]",Horror/Romance,English,M,https://www.fanfiction.net/s/13420096/1/The-Lacquered-White-Rose,"It was the year 1990, the weeping willows' mournful evensong pigmenting the skies indigo-black as the ardent whispers of May heralded the call of summer. For young Evanore Lunaria Ollivander it was the start of her greatest adventure, the claiming of what was once hers. Female Harry Potter.",The Lacquered White Rose,10-2019,"Tom R. Jr., Harry P."
4, 2, 2, 10/28/2019,6.0, 12/18/2019," 5,013",ReadBooksWriteThings,,Friendship,English,K+,https://www.fanfiction.net/s/13420050/1/Good-Friends-are-Hard-to-Find,"This story is a collection of different friendships in the Harry Potter universe. Some are canon, some are not. There are no romances, just friendship. Hope you enjoy!",Good Friends are Hard to Find,10-2019,
4, 2, 1, 10/28/2019,6.0,, 795,Fio Gonzlez,"Regulus B., Bellatrix L., Sirius B., Walburga B.",Drama,Spanish,T,https://www.fanfiction.net/s/13420047/1/Les-morts-de-la-famille-Black,Pequeño homenaje a la familia Black y sus muertos. Drabbles pertenecientes al reto #40 'Día de los muertos' del foro Hogwarts a través de los años.,Les morts de la famille Black,10-2019,
1, 2, 1, 10/28/2019,2.0,, 197,reviews,"[Sirius B., Marlene M.]",Drama/Hurt/Comfort,Spanish,K+,https://www.fanfiction.net/s/13420028/1/Fortaleza,"Miró hacia el cielo, tratando de retener las lágrimas; Sirius Black no podía quebrarse.",Fortaleza,10-2019,"Sirius B., Marlene M."
1,,, 10/28/2019,,," 1,191",isidoracmendoza,,Romance/Friendship,Spanish,T,https://www.fanfiction.net/s/13420024/1/Rojo,"En donde Hwang Yian conoce a la caótica, pelirroja y torpe Annelise Dunne. OC/OC, Scorose. Slow Burn.",Rojo,10-2019,
12, 22, 10, 10/28/2019,8.0,," 71,863",justmattycakes,"Harry P., Ron W., Ginny W., Colin C.",Adventure/Fantasy,English,T,https://www.fanfiction.net/s/13420010/1/Ginny-Weasley-The-Chamber-of-Secrets,"Ginny had lived an unremarkable life as a muggle, bouncing between foster homes, until Hagrid's fateful visit changed her universe. With her Hogwarts acceptance letter in hand, Ginny sets out to discover a world of magic - and learn the truth about her lightning scar. ChosenGinny and the First Year of Hogwarts, Magic and Mischief Included Chosen!Ginny, Hinny, Slowburn",Ginny Weasley & The Chamber of Secrets,10-2019,
1, 2, 6, 10/28/2019,1.0,," 4,154",reviews,,Mystery/Adventure,French,K,https://www.fanfiction.net/s/13419961/1/Harry-Potter-et-la-qu%C3%AAte-de-l-Immortalit%C3%A9,Venez découvrir une histoire alternative avec un Lord Voldemort qui n'est pas forcément celui que l'on croit. Harry Potter va grandir avec de nouveaux alliés mais aussi de nouveaux ennemis et surtout une quête qui va l'emmener sur les sentiers de l'Immortalité.,Harry Potter et la quête de l'Immortalité,10-2019,
1,, 2, 10/28/2019,,," 1,569",RamdomlyHanna,"James P., Lily Evans P., Severus S., Minerva M.",Romance,English,T,https://www.fanfiction.net/s/13419943/1/Letters-To-Juliet,Jily AU of the Letters to Juliet movie,Letters To Juliet,10-2019,
20, 392, 659, 10/28/2019,107.0, 1h," 84,929",differentversionsofharry,"Harry P., Hermione G., Fleur D., OC",Friendship/Romance,English,M,https://www.fanfiction.net/s/13419922/1/Harry-Kicks-Ass-Literally,"After blowing up Aunt Marge, Harry is not welcome at the Dursley Household after his third year. A chance meeting with Professor Lupin in Diagon Alley leads Harry to a new summer home, allowing him to rebuild himself mentally and physically. With new skills and new friends, Harry takes on the adventures of The Goblet of Fire to become more than just the Boy-Who-Lived.",Harry Kicks Ass (Literally),10-2019,
12, 32, 45, 10/28/2019,35.0, 12/13/2019," 27,893",Khauro,"Harry P., Ron W., Lily Evans P., Arthur W.",Angst/Drama,English,T,https://www.fanfiction.net/s/13419914/1/A-Love-at-Stake,"If you had one day more with your son, what would you do? That's the problem faced by Lily Potter, who loses Harry in an attack, then wakes up to find she has another shot. It takes a tragedy to teach her to put love and time for family ahead of work and bad memories of the past and open up to his son.(COMPLETE)",A Love at Stake,10-2019,
5,, 4, 10/28/2019,4.0, 12/16/2019," 7,617",WolfGod19,,Romance/Adventure,English,T,https://www.fanfiction.net/s/13419874/1/What-happened-after,"My take on what happened between the end of the book and the epilogue. A new threat, a new adventure. But, still a continuation and not a seperate story. Rated T in case I add things in later chapters. Canon pairings.",What happened after,10-2019,
1, 3,, 10/28/2019,2.0,, 724,reviews,,Drama,English,K+,https://www.fanfiction.net/s/13419873/1/Hermione-s-bad,"Set during DH when Voldemort anounces Harry Potter is dead, Hermione joins the death eaters. Why? How? What's Hermiones plan? Is that Harry?",Hermione's bad,10-2019,
2, 17, 37, 10/28/2019,8.0,," 3,408",ekatesc,"Harry P., Hermione G., Draco M., Voldemort",Fantasy/Hurt/Comfort,English,T,https://www.fanfiction.net/s/13419871/1/The-Golden-Girl,"After fighting with Ron and Harry, Hermione, influenced by Draco, makes a decision that will rock the wizarding world.",The Golden Girl,10-2019,
17, 167, 167, 10/28/2019,46.0, 11/13/2019," 120,899",Walter Sobchak,"Harry P., Hermione G.",Adventure,English,K,https://www.fanfiction.net/s/13419870/1/The-Sword-and-the-Snake,"Summer before 7th year and Harry is coming to terms with the death of Albus Dumbledore when he receives correspondence that makes him reconsider much of what he has held to be true. Harry finds aid from unexpected quarters and discovers that death may prove to be the greatest weapon in the fight against Voldemort. H/Hr. Originally posted on Portkey under my other name, Barton Fink.",The Sword and the Snake,10-2019,
14, 154, 227, 10/28/2019,243.0, 1/9," 51,466",LadyKenz347,"[Hermione G., Teddy L.]",Romance,English,M,https://www.fanfiction.net/s/13419859/1/Flirting-with-Disaster,"Hermione Granger has worked her entire life to ascend to the coveted position of the Minister's Chair. So why is it that now she has it, everything else is falling apart? Just when everything begins to feel irreparable, Hermione finds hope and healing in the arms of her bodyguard and the man she never expected to fall for.",Flirting with Disaster,10-2019,"Hermione G., Teddy L."
1,,, 10/28/2019,,," 2,642",GalacticGG,"Draco M., N. Tonks, Fred W., Tulip K.",Romance/Drama,English,M,https://www.fanfiction.net/s/13419858/1/The-Dark-Daughter-Chapter-1-part-1,"A romantic story of a peculiar American girl trying to fit in at Hogwarts. I own none of these characters, also please comment or message if you want the next part",The Dark Daughter Chapter 1 part 1,10-2019,
3, 3, 2, 10/28/2019,3.0, 12/19/2019," 1,631",ButterflyMiko,"[Harry P., OC]",Adventure/Romance,English,T,https://www.fanfiction.net/s/13419848/1/Triumvirate,"Harry Potter is the Boy Who Lived, surviving a lethal attack from the infamous Dark Witch Sadako. When sisters Mana, Reiko, and Kuri attend Hogwarts, it is discovered that one of them has brought Sadako along to rise to power once more. Between this, and the hidden rivalry between Active Power and Practitioners, the years at Hogwarts will be a challenge!",Triumvirate,10-2019,"Harry P., OC"
1, 4,, 10/28/2019,1.0,," 1,478",reviews,"Ron W., Hermione G.",Drama,French,K,https://www.fanfiction.net/s/13419841/1/Cependant-parfois-j-aimerais,"Quand Ron Weasley se livre entièrement, ça laisse des traces !","Cependant, parfois, j'aimerais",10-2019,
1, 3, 1, 10/28/2019,1.0,," 2,903",reviews,"Harry P., Hermione G., Voldemort",Hurt/Comfort/Drama,French,M,https://www.fanfiction.net/s/13419837/1/Emprise,OS : Une rencontre mouvementée et étonnante entre Hermione et Lord Voldemort pendant la chasse aux Horcruxes. Cette fanfiction est un défi.,Emprise,10-2019,
3, 3, 5, 10/28/2019,, 10/29/2019," 6,989",Animatorinator,"Harry P., Hermione G., Neville L.",Drama,English,K+,https://www.fanfiction.net/s/13419757/1/Neville-Longbottom-and-the-Call-to-Bravery,A multichapter AU retelling of the Harry Potter story in which You-know-who chooses to go after the Longbottoms instead of the Potters. Written with the assumption of a basic familiarity of hp lore in mind. To be updated regularly if not consistently while I figure this out. Hope you enjoy!,Neville Longbottom and the Call to Bravery,10-2019,
10, 6, 5, 10/28/2019,5.0, 12/11/2019," 135,236",Snaprah,"Severus S., Voldemort, Bellatrix L.",Crime/Romance,French,M,https://www.fanfiction.net/s/13419747/1/L-apprentie,"J'ai jamais été comme les autres même si je ne comprends pas d'où me viennent ces facultés qui me permettent de survivre dehors car d'aussi loin que je me souvienne, j'ai toujours vécu dans la rue, vivant de petits vols et dormant dans les sous-sols d'un immeuble désaffecté jusqu'à ce casse qui a mal tourné mais qui a changé ma vie... ! Histoire écrite en deux temps !",L'apprentie,10-2019,
1, 1,, 10/28/2019,,," 1,256",Queen Bookworm the First,,,English,K,https://www.fanfiction.net/s/13419739/1/Freedom,Dudley finds forgiveness.,Freedom,10-2019,
1, 2,, 10/28/2019,,, 156,The Concentrating Author,"[Lily Evans P., James P.]",,English,K,https://www.fanfiction.net/s/13419737/1/Art,"James Potter and Lily Evans are in History of Magic, both are concentrating, on completely different things. A REALLY short oneshot.",Art,10-2019,"Lily Evans P., James P."
1, 2,, 10/28/2019,,," 1,181",lachicainvisisble,"Albus S. P., James S. P.",Drama,Spanish,K,https://www.fanfiction.net/s/13419729/1/Ya-no-estamos-en-guerra,"One Shot. Unas palabras de Albus, por su hermano mayor",Ya no estamos en guerra,10-2019,
9, 33, 48, 10/28/2019,8.0, 12/24/2019," 24,733",JediRhydon,"[Harry P., Ginny W.]",Fantasy/Romance,English,K,https://www.fanfiction.net/s/13419727/1/Harry-and-Ginny-the-Bonded,"Harry is preparing for his return to Hogwarts for his third year, but while he is in Diagon Alley, he discovers that he is soul bonded with Ginny Weasley, and realizes how he really feels about her. How will the two come together, and face the difficult tasks ahead of them? Will Ginny's family accept that she is bonded with Harry, whom they have seen as another son/brother? And wil",Harry and Ginny the Bonded,10-2019,"Harry P., Ginny W."
1, 12, 6, 10/28/2019,1.0,," 2,809",reviews,"Harry P., Ginny W., Tom R. Jr., OC",,English,T,https://www.fanfiction.net/s/13419721/1/Virgo-s-Decision,"Dodging Prison and Stealing Witches (by LeadVonE) spinoff oneshot. CONTAINS MAJOR SPOILERS FOR UP TO CHAPTER 53! After realizing who Lord Slytherin is, Virgo realizes what a bad spot she is in, and has to figure out how to proceed if she wants to survive.",Virgo's Decision,10-2019,
11, 2, 3, 10/28/2019,8.0, 1/5," 64,443",MissGrenouille,"Albus S. P., Scorpius M., Rose W., Lily Luna P.",Romance/Humor,French,T,https://www.fanfiction.net/s/13419707/1/L-h%C3%A9ritier-de-Gryffondor,"Rose Weasley est désespérée. Tellement désespérée qu'elle décide de sauter de la Tour d'Astronomie, bien décidée à en finir avec la vie. Scorpius Malefoy n'avait rien demandé, profitant de la tour d'Astronomie pour guetter du réseau, il n'a d'autre choix que de sauver cette petite rouquine stupide. Car même s'il est un Malefoy, il n'est pas si méchant que cela. SCORPIUS/ROSE",L'héritier de Gryffondor,10-2019,
4, 42, 66, 10/28/2019,13.0, 12/3/2019," 11,616",sue-cassandra,,Drama/Family,English,M,https://www.fanfiction.net/s/13419705/1/ENOUGH-IS-ENOUGH-NO-MORE,"after Harry's name came out of the goblet of fire Harry Potter had enough, he had enough of being the wizarding world punching bag, it's about time for dumbledore to learn that he can't just go around playing chess games with people's lives! its time for Harry to right the wong that was done against him and his family!","ENOUGH IS ENOUGH, NO MORE",10-2019,
27, 116, 163, 10/28/2019,67.0, 1/1," 75,789",Tina48,"[Harry P., Tom R. Jr.]",Romance/Humor,English,M,https://www.fanfiction.net/s/13419704/1/Custodarium,"Have you been missing a time travel Tomarry where Harry and Tom are on somewhat equal footing? Where Tom is a plausible budding political leader? Where Harry can stand up to him and their relationship doesn't seem toxic? Where the surrounding events and characters are not neglected? I have, so I gave writing one a try. M/M slash, HPTMR (Tomarry).",Custodarium,10-2019,"Harry P., Tom R. Jr."
4, 25, 71, 10/28/2019,10.0, 10/29/2019," 4,994",snape.granger.fanfic,"[Hermione G., Narcissa M.] Draco M.",Hurt/Comfort/Horror,English,M,https://www.fanfiction.net/s/13419652/1/Locked-up,"Hermione Granger is locked up in the newly founded unit in Azkaban for young offenders. Accused of murder and without anyone protecting her, Hermione loses her sanity and turns to the only person offering her a way out. But at what cost? What does Narcissa Malfoy want from the so called person involved with her husband's murder? Life in prison or a deal with the devil.",Locked up,10-2019,"Hermione G., Narcissa M."
4, 7, 10, 10/28/2019,21.0, 11/3/2019," 2,920",Math'L,"Harry P., Ron W., Hermione G., Draco M.",Family/Friendship,French,K,https://www.fanfiction.net/s/13419648/1/Les-Marionnettistes,"Poudlard était un cliché. Une école bon chic, bon genre, avec surtout des enfants de riches et quelques enfants de classe moyenne, pour faire croire à une équité sociale et au mérite. Ils étaient tous des clichés. Des figures types. Des filles et des garçons comme il y en avait eu des dizaines à Poudlard. Les marionnettes d'aujourd'hui seraient les marionnettistes de demain. UA",Les Marionnettistes,10-2019,
1,,, 10/28/2019,,, 843,anna14p,,Humor/Romance,English,T,https://www.fanfiction.net/s/13419643/1/Short-stories-of-Hogwarts,This story contains many small stories. Most of them one or two chapters. It takes place in the wizarding world but I will use my own characters.,Short stories of Hogwarts,10-2019,
12, 55, 115, 10/28/2019,35.0, 1/6," 22,950",hanzkrissey,"Harry P., Ron W., Hermione G., Draco M.",Family/Adventure,English,T,https://www.fanfiction.net/s/13419635/1/The-Silver-Quartet,What will happen when 4 boys turned up at Hogwarts out of sudden which claimed to be the future kids of the Golden Trio? How will they react to it?,The Silver Quartet,10-2019,
1, 14, 6, 10/28/2019,10.0,," 1,619",reviews,"Harry P., Ron W., Hermione G.",Angst/Tragedy,English,T,https://www.fanfiction.net/s/13419631/1/Dark-Lord-Hermione-Granger-AU,"A short drabble about Hermione Granger as a dark lord, and her reasoning behind it. Requested by an anon on my Tumblr.",Dark Lord Hermione Granger AU,10-2019,
1, 7, 2, 10/28/2019,2.0,," 3,454",reviews,"[Severus S., Hermione G.] Harry P.",Horror,Spanish,M,https://www.fanfiction.net/s/13419628/1/Meliorem,"Fanfic que participa en el reto que lanzó @Marylou Prince en el grupo SSHG ""Sevmione en Halloween 2019"". Severus Snape prometió salvar a la mujer que ama... y él siempre cumple lo que promete.",Meliorem,10-2019,"Severus S., Hermione G."
9, 61, 100, 10/28/2019,17.0, 12/2/2019," 19,816",zooeyxa,"[Harry P., Ginny W.] Albus S. P., James S. P.",Humor/Romance,English,T,https://www.fanfiction.net/s/13419616/1/James-Sirius-Potter-and-the-Time-Travel-Trope,"The Next Generation travel to the past to the wonderful, but war-ridden 1995. The Order of the Phoenix is shocked, good thing Sirius is there to lighten the mood. James is in big trouble. Not even Harry can save him from Ginny's wrath this time. Rated T for language and references.",James Sirius Potter and the Time Travel Trope,10-2019,"Harry P., Ginny W."
1,,, 10/28/2019,3.0,, 700,reviews,"Dudley D., Piers P., Mark E.",Drama/Horror,French,K+,https://www.fanfiction.net/s/13419606/1/Big-D,"Duddy, Diddy, Dudlynouchet... Dudley Dursley avait beaucoup de surnoms lorsqu'il était au 4, Privet Drive. Le seul qu'il autorisait à sa bande lorsqu'ils traînaient dans la rue, c'était Big D, la brute.",Big D,10-2019,
1, 1,, 10/28/2019,1.0,," 1,585",reviews,Gellert G.,,French,K,https://www.fanfiction.net/s/13419581/1/Le-mot-de-la-fin,Grindelwald est enfermé dans sa cellule après des dizaines et des dizaines d'années d'emprisonnement mais ce soir-là n'est pas un soir comme les autres... Il va bientôt être libéré.,Le mot de la fin,10-2019,
8, 44, 78, 10/28/2019,7.0, 12/27/2019," 12,401",TrinityWhitemoon,"Harry P., Tom R. Jr.",Hurt/Comfort/Family,English,T,https://www.fanfiction.net/s/13419580/1/Kidnapped,What if someone was stalking a six year old Harry Potter? What if said person was a Death Eater? What if Harry displayed accidental magic in elementary school and it proved to be the best time for said Death Eater to grab him?What if it was for the better? What if he got a lovi This is planned to be a long series (maybe sequels as well). It will eventually have Fluffy lgbt moments.,Kidnapped,10-2019,
1, 29, 16, 10/28/2019,,, 480,Jem Doe,"Harry P., Daphne G.",Friendship,English,T,https://www.fanfiction.net/s/13419572/1/Seeking,"Harry enjoyed practicing Quidditch late at night, especially so because he had company.",Seeking,10-2019,
1,,, 10/28/2019,2.0,, 187,reviews,"Sirius B., Regulus B.",Drama/Hurt/Comfort,Spanish,K+,https://www.fanfiction.net/s/13419562/1/Hermanos,Las piernas le fallaron y cayó frente a la tumba,Hermanos,10-2019,
1,,, 10/28/2019,,," 1,229",Kokoro893,Padma P.,,English,K,https://www.fanfiction.net/s/13419554/1/For-Arithmancy,Padma shops for books before year six.,For Arithmancy,10-2019,
2, 2, 3, 10/28/2019,2.0, 10/31/2019," 4,683",Spades And Swords,"Salazar S., Helga H., Godric G., Rowena R.",Romance/Drama,English,T,https://www.fanfiction.net/s/13419552/1/Neither-dry-nor-streaming,"Four times, Salazar Slytherin asked Helga Hufflepuff a question. Four times, she answered, changing their fates forever.",Neither dry nor streaming,10-2019,
1,,, 10/28/2019,,," 3,149",poisonrationalitie,"Teddy L., Victoire W.",Romance/Suspense,English,T,https://www.fanfiction.net/s/13419549/1/i-m-fine-if-you-re-by-my-side,Teddy and Victoire go through a haunted house.,i'm fine if you're by my side,10-2019,
