Chapters,Favs,Follows,Published,Reviews,Updated,Words,author,characters,genre,language,rating,story_link,synopsis,title,published_mmyy,pairing
1, 9, 19, 10/27/2019,5.0,," 2,746",reviews,"[Harry P., Draco M.]",Romance/Angst,French,M,https://www.fanfiction.net/s/13419509/1/Blue-Velvet,"Ce n'était qu'un plaisir nocturne, au départ. Une dérive en chemin, qu'on a vite fait d'oublier. Sauf que l'un s'appelle Harry, et l'autre Draco. Et à partir de là, tout se complique.",Blue Velvet,10-2019,"Harry P., Draco M."
15, 13, 19, 10/27/2019,12.0, 12/17/2019," 18,740",TenaTheGryffindor,"Harry P., Ginny W.",Hurt/Comfort/Romance,English,T,https://www.fanfiction.net/s/13419507/1/Tell-me,Harry is really unstable since Sirius died. Ginny finds him once and comforts him. Some spark shows up. All characters belong to J.K. Rowling,Tell me,10-2019,
2, 25, 68, 10/27/2019,10.0, 11/21/2019," 6,799",themirrorminder.372259,"[Harry P., Hermione G.] Sirius B., James P.",Romance/Drama,English,T,https://www.fanfiction.net/s/13419501/1/An-Hourglass-of-Ashes,"A promise or a curse? {In the end it was both. They were both.} Time did not appreciate being twisted, and Time made sure they knew it. {Harry x Hermione, HHr, Harmony} / \ Our golden duo is thrust into a tilted past. To make matters worse, they've arrived from different futures. To make matters disastrous, neither properly remembers anything.\ /",An Hourglass of Ashes,10-2019,"Harry P., Hermione G."
7, 18, 72, 10/27/2019,8.0, 12/28/2019," 29,061",everydaynerd,"Hermione G., Draco M.",Romance/Fantasy,English,T,https://www.fanfiction.net/s/13419493/1/I-hope-our-story-has-a-happier-ending,"hermione's life becomes exponentially better when she begins speaking to her soulmate on her 10th birthday; he's her best friend from there on out-gets her though the worst days without fail. two years later, she & draco forge an unexpected friendship no one else can know about, each with no idea the other is the soul mate they believe to be muggle",I hope our story has a happier ending,10-2019,
3, 8, 23, 10/27/2019,2.0, 11/8/2019," 4,489",HogwartsPrincess89,"[Rose W., Scorpius M.] Ron W., Hermione G.",Romance/Angst,English,T,https://www.fanfiction.net/s/13419490/1/Tea-and-Sympathy,"Rose Weasley has a problem. She's in love with Scorpius Malfoy. It's been six months and she knows it's time to tell the family. Wanting a third party opinion, she starts with her Aunt Ginny. She's terrified of telling her father, but she'll do anything for Scorpius. And she wasn't put in Gryffindor for nothing. Scorose.",Tea and Sympathy,10-2019,"Rose W., Scorpius M."
1, 10, 7, 10/27/2019,7.0,," 2,225",reviews,"Harry P., Hermione G.",Friendship/Romance,English,T,https://www.fanfiction.net/s/13419412/1/You-Make-My-Heart-Smile,Fluffy fic about Harry and Hermione's relationship at the end of fifth year.,You Make My Heart Smile,10-2019,
1, 26, 5, 10/27/2019,5.0,," 5,777",reviews,"Ron W., Hermione G.",Romance,English,M,https://www.fanfiction.net/s/13419394/1/Without-It,Set during HBP. My take on what would have happened if Hermione had found out why Ron was upset with her before he got with Lavender.,Without It,10-2019,
5, 18, 48, 10/27/2019,26.0, 12/26/2019," 29,160",RdGyal771,"[Hermione G., Tom R. Jr.] Ginny W.",Romance/Adventure,English,M,https://www.fanfiction.net/s/13419386/1/The-Red-Letter,"Hermione and Ginny narrowly escape a battle alive and it forces them to enact a plan to go back in time to 1944. They plan to investigate and support a little known movement that, if it succeeds, could change everything. Will they succeed or will the Knights of Walpurgis, as well as their own traumas, catch up with them in a way that has dire consequences for the future?",The Red Letter,10-2019,"Hermione G., Tom R. Jr."
17, 105, 172, 10/27/2019,89.0, 1/1," 95,192",waitingondaisies,"Harry P., Severus S., Ginny W., Minerva M.",Adventure/Drama,English,T,https://www.fanfiction.net/s/13419378/1/The-Chosen-One-and-The-Half-Blood-Prince,"Severus Snape was discovered as a spy mere days before the start of the school year. Thankfully, Albus had been working on a vague contingency plan for this possibility. It had been inspired by the question, ""What would it take for Severus Snape to see that he was wrong about Harry Potter?"" The answer? Force Severus to go undercover as Alfonse Hopkirk, a sixth year Gryffindor.",The Chosen One and The Half-Blood Prince,10-2019,
2, 1, 1, 10/27/2019,, 10/28/2019," 1,183",MysteryOfTheDark,"Hermione G., OC, Ron W.",Mystery/Humor,English,T,https://www.fanfiction.net/s/13419349/1/Books-of-Mysterious,"""Honestly, Harry you shouldn't be worried about a stupid book. What has gotten into you?"" ""I don't know what this is about mate but I have to agree with Mione, there's nothing to worry about."" It was the summer before the fifth year when a mysterious book ends up in Harry Potter's trunk. And who the bloody hell is Axel Slytherin.",Books of Mysterious,10-2019,
1, 8, 8, 10/27/2019,2.0,," 1,248",reviews,"Harry P., Ginny W., Pansy P.",Angst/Romance,Spanish,T,https://www.fanfiction.net/s/13419297/1/Tanto,"Summary: Se le llama enfermedad de Hanahaki, toses flores hasta morir y solo hay una cura, que la otra persona te ame. Lo amaba tanto que dolía, tanto que estaba enferma, tanto que no podía respirar, tanto que podría morir. [Fictober, Dia 12]",Tanto,10-2019,
4, 2, 1, 10/27/2019,3.0, 10/28/2019, 881,Amai Star of Darkness,Ariana D.,,Spanish,K,https://www.fanfiction.net/s/13419285/1/El-camino-dorado,Porque después de la muerte también hay cosas buenas.,El camino dorado,10-2019,
1, 16, 6, 10/27/2019,7.0,," 2,416",reviews,"Harry P., Ron W., Hermione G.",Hurt/Comfort/Friendship,English,M,https://www.fanfiction.net/s/13419263/1/Always-Together,"The Ministry never sent the Dementors to defend Hogwarts, how would the Boggart react when Harry never saw the creatures?",Always Together,10-2019,
1, 3, 2, 10/27/2019,2.0,," 5,669",reviews,Severus S.,Angst/Drama,English,T,https://www.fanfiction.net/s/13419255/1/Pale-Horse,"""He felt like an animal with an old injury that had healed all wrong, he had continuously crawled away into safe place after safe place. Each sanctuary he had carved out and created for himself had been stolen... He would die, and this room would never be discovered. His legacy would be lies. His lies were more valuable than any truth he could ever tell.""",Pale Horse,10-2019,
1, 25, 17, 10/27/2019,9.0,," 2,567",reviews,"Harry P., OC",Romance,English,M,https://www.fanfiction.net/s/13419205/1/What-A-Marvelous-Treat,"Harry has spent the summer between after 5th year on his own once again. This time though instead of worrying about the stress of Voldermort returning he has found a new way to spend his time. A beautiful woman, a waitress in a cafe, has caught his eye and is now his girlfriend. Find out how they spend their time together when nobody is around. Sexy oneshot. Harry/OC. SMUT",What A Marvelous Treat,10-2019,
1, 2,, 10/27/2019,2.0,," 1,131",reviews,"Dolores U., Dementors",Romance/Humor,English,T,https://www.fanfiction.net/s/13419202/1/Dementors-Kiss,Umbridge finally falls in love...,Dementors Kiss,10-2019,
21, 5,, 10/27/2019,3.0, 4h," 10,051",MoonytheMarauder1,"[Draco M., Harry P.]",,English,T,https://www.fanfiction.net/s/13419200/1/There-s-Always-Light,A collection of Trio-era drabbles. Latest: Draco isn't about to let someone else's opinion get in the way of what he really wants. Drarry fluff.,There's Always Light,10-2019,"Draco M., Harry P."
1, 7, 2, 10/27/2019,1.0,," 1,617",reviews,"Harry P., Sirius B., Remus L.",Friendship/Tragedy,English,K,https://www.fanfiction.net/s/13419196/1/What-Doodles-and-Tea-Can-Mean,"After the boggart at Grimmauld Place transformed into Harry, Sirius talks with Harry about their greatest fears. Later, Sirius and Remus reminisce about old times with their best friends.",What Doodles and Tea Can Mean,10-2019,
1, 10, 1, 10/27/2019,7.0,, 751,reviews,"Harry P., Ron W., Hermione G., Rubeus H.",Friendship,English,K,https://www.fanfiction.net/s/13419186/1/Pumpkin,"Hagrid's beloved boarhound, Fang, has passed away, so Harry, Ron, and Hermione set out to find him a new companion.",Pumpkin,10-2019,
1, 2, 1, 10/27/2019,1.0,," 1,265",reviews,"Remus L., Kingsley S.",Hurt/Comfort/Angst,English,T,https://www.fanfiction.net/s/13419170/1/Midnight-Dreary,"Kingsley tries to convince Remus to take care of himself, but he recognizes that there are demons his friend has to overcome. Remus&Kingsley friendship.",Midnight Dreary,10-2019,
1,,, 10/27/2019,,," 1,420",Ponine099,"Andromeda T., Ted T.",Romance/Drama,English,K+,https://www.fanfiction.net/s/13419153/1/Romeo,"""Merlin, she'd forgotten how handsome he was. His eyes, powder blue, were like the cloudless sky of August, and his hair, a delicious shade of honey, was the sun.""",Romeo,10-2019,
2, 2, 2, 10/27/2019,,," 1,534",Cantharide,Severus S.,,English,T,https://www.fanfiction.net/s/13419150/1/Potions-and-Prejudice-Snape-Stories,"Collection of drabbles and oneshots about our favorite Potions Master. Mostly canon-compliant, sometimes very slightly; pairings and genres will vary.",Potions and Prejudice: Snape Stories,10-2019,
1, 90, 25, 10/27/2019,14.0,," 7,026",reviews,"[Hermione G., Draco M., Harry P.]",Romance/Adventure,English,M,https://www.fanfiction.net/s/13419131/1/Never-Enough,One is never enough when there's a Malfoy involved…,Never Enough,10-2019,"Hermione G., Draco M., Harry P."
1, 22, 21, 10/27/2019,4.0,, 774,reviews,"Draco M., Pansy P., Blaise Z., Theodore N.",Friendship/Romance,Spanish,K+,https://www.fanfiction.net/s/13419122/1/Entre-casas,"Porque Lucius había manipulado todo, de tal manera que su heredero y el de sus amigos, fueran a la misma casa. Aún sabiendo que ellos eran quienes unirían las cuatro.",Entre casas,10-2019,
2, 2, 4, 10/27/2019,1.0,," 1,161",Padfoot's Paws 3758,"Hermione G., Ron W.",Fantasy/Adventure,English,T,https://www.fanfiction.net/s/13419114/1/Forwards-and-backwards,"Harry Potter's life has been turned upside down. His scar is burning, Ginny is dead and rumors are sneaking about around Sirius's death. Can Harry figure out the one thing that is haunting him? All is revealed...",Forwards and backwards,10-2019,
1, 2, 2, 10/27/2019,,," 5,500",Aline Black,"Hermione G., Draco M.",Romance,Portuguese,K,https://www.fanfiction.net/s/13419077/1/O-Pedido-de-Malfoy,Draco tinha um pedido a fazer e desejava muito que Hermione o aceitasse. (Dramione),O Pedido de Malfoy,10-2019,
1,,, 10/27/2019,1.0, 10/29/2019, 747,reviews,,Humor/Fantasy,English,T,https://www.fanfiction.net/s/13419068/1/The-Unforgivable-Vow,"Harry and Ron return from their bachelor party extended weekend in Amsterdam, harboring a secret that will change things forever. Disclaimer: The cover image does not belong to me, was taken off Google, and all credit to it's creator. It just seems to fit the short story perfectly.",The Unforgivable Vow,10-2019,
6,, 1, 10/27/2019,, 5h," 3,625",MoonytheMarauder1,"Remus L., Lily Evans P.",Friendship/Angst,English,T,https://www.fanfiction.net/s/13419049/1/Zenith,A collection of First War drabbles. First: Lily and Remus share letters.,Zenith,10-2019,
2,,, 10/27/2019,4.0,, 376,Maria Elisabeth Black,"Sirius B., Regulus B.",,Spanish,K,https://www.fanfiction.net/s/13419034/1/D%C3%ADa-de-los-Muertos,"Cada participante deberá escribir un drabble de 155 palabras exactas, que este centrado en un personaje muerto. Aquí dejo mis estúpidos intentos. GRACIAS POR LEER (y más aún por comentar).",Día de los Muertos,10-2019,
1, 1,, 10/27/2019,2.0,," 2,476",reviews,"James P., Lily Evans P., Marlene M.",Angst/Drama,English,T,https://www.fanfiction.net/s/13419010/1/Darkened-Heart-and-Broken-Love,"James is found after he's been missing for a few days, and he's not the same anymore. Lily doesn't think he will ever be the same again; but she wishes, how she wishes, he could change back into his old self. [Dark!James AU] Warnings a lot of darkness and a lot of angst! [Written for QLFC - Semi-Finals]",Darkened Heart and Broken Love,10-2019,
1,,, 10/27/2019,,," 1,994",Aline Black,"Hermione G., Severus S.",Romance,Portuguese,T,https://www.fanfiction.net/s/13419007/1/O-Presente-de-Hermione,"Ela iria se casar com Rony, mas não era ele seu grande amor. Então ele escolheu deixa-la ser feliz. (Snamione)",O Presente de Hermione,10-2019,
1,,, 10/27/2019,,," 2,922",ivoryglobe2,,Adventure/Humor,English,K+,https://www.fanfiction.net/s/13419006/1/2-Michael-Corner-and-The-Chance-To-Impress,"Short stories following real time in the Potterverse, following the career of Michael Corner. 2 Before HP defeats it in The Chamber of Secrets, Michael discovers what the Monster really is and tries to tackle it, but the spell backfires badly.",2 Michael Corner and The Chance To Impress,10-2019,
1, 5, 3, 10/27/2019,,," 1,572",MoonytheMarauder1,"[Remus L., Sirius B.]",Hurt/Comfort,English,T,https://www.fanfiction.net/s/13419003/1/Flickers-of-Hope,"James sets Remus up on a blind date, Remus isn't expecting much. There's a lot of emotional baggage, a lot of pain, and a lot of worry. But Sirius isn't one to be deterred by all that, apparently. Wolfstar. Warnings inside.",Flickers of Hope,10-2019,"Remus L., Sirius B."
1, 21, 24, 10/27/2019,3.0,," 1,338",reviews,OC,,English,T,https://www.fanfiction.net/s/13418996/1/Not-So-Unlucky-After-All,"Luck had never been on his side. So, maybe he would make some.",Not So Unlucky After All,10-2019,
2, 78, 117, 10/27/2019,12.0, 10/30/2019," 4,673",FirstSilverKing,"Harry P., Luna L.",Drama/Romance,English,M,https://www.fanfiction.net/s/13418985/1/What-doesn-t-kill-you,"How much stress does it take to snap a persons grasp on the world? For Harry James Potter it only took losing his parents, ten years of abuse at his relatives hands and four years of wishy washy treatment by the magical world. The latest fiasco is the straw to break his back so he decides to end it only to fail due to love of another. With her beside him, his word WILL be law HPxLL",What doesn't kill you,10-2019,
4, 25, 36, 10/27/2019,5.0, 1/1," 2,754",LDB672,"Harry P., Sirius B., Remus L., Draco M.",Romance/Family,English,M,https://www.fanfiction.net/s/13418979/1/There-is-magic-in-the-water,Draco is entranced by the new exchange student. Voldemort didn't come back after killing Lily and James. Creature Draco and Creature Harry.,There is magic in the water,10-2019,
1, 54, 15, 10/27/2019,7.0,," 3,670",reviews,"Harry P., Hermione G., Cormac M.",Romance/Horror,English,M,https://www.fanfiction.net/s/13418965/1/Shelter-From-The-Shadows,"Sequel to Lurking In The Shadows. Creature Harry Story. Hermione is having a hard time focusing at work as she fantasizes about her fiance. Unbeknownst to her, Cormac McLaggen is also finding it hard to concentrate because of her presence. As the mate of an Incubus, Hermione discovers how aggressively protective her fiance could be. ONESHOT.",Shelter From The Shadows,10-2019,
1, 1, 1, 10/27/2019,2.0,," 1,282",reviews,,Romance/Drama,French,M,https://www.fanfiction.net/s/13418957/1/Il-faut-bien-un-d%C3%A9but-%C3%A0-tout,"Au lendemain de la guerre qui a sévi dans le monde magique, les jeunes sorciers de la génération d'Harry Potter retentent l'expérience de Poudlard pour effectuer une nouvelle septième année. Dans le lot, nos sorciers favoris : Harry Potter, Ron Weasley, et tant d'autres... Mais surtout Hermione Granger, et contre attente Draco Malfoy. Comment soigner de telles blessures ?",Il faut bien un début à tout,10-2019,
11, 37, 66, 10/27/2019,78.0, 1/5," 61,020",thejilyship,"[James P., Lily Evans P.] Sirius B., Mary M.",Romance/Angst,English,T,https://www.fanfiction.net/s/13418956/1/Let-Me-Love-You,"With only a month until she's set to take the throne of Gryffindor, Lily is informed that she'll have to get married before then or chose to give up her throne. She never thought she'd have to even entertain the idea of an arranged marriage. Enter James Potter.",Let Me Love You,10-2019,"James P., Lily Evans P."
